1030	Telefónica Germany	 E-Plus1031	 E-Plus	Telefónica Germany1032	Telefónica Germany	Telekom Deutschland 1033	Telekom Deutschland 	Telefónica Germany1034	Telefónica Germany	 Vodafone1035	 Vodafone	Telefónica Germany1036	Vero (app)	 Facebook1037	 Facebook	Vero (app)1038	Vero (app)	 Instagram1039	 Instagram	Vero (app)1040	Viadeo	 LinkedIn1041	 LinkedIn	Viadeo1042	Diaspora (social network)	 Facebook1043	 Facebook	Diaspora (social network)1044	Bungie	 Microsoft1045	 Microsoft	Bungie1046	Xamarin	 Android1047	 Android	Xamarin1048	GitHub	 Bitbucket1049	 Bitbucket	GitHub1050	GitHub	 SourceForge1051	 SourceForge	GitHub1052	Outlook.com	 webmail1053	 webmail	Outlook.com1054	OneDrive	 Google Drive1055	 Google Drive	OneDrive1056	MSN	 Yahoo1057	 Yahoo	MSN1058	MSN	 Excite1059	 Excite	MSN1060	MSN	 Go Network1061	 Go Network	MSN1062	Microsoft Surface	 iPad1063	 iPad	Microsoft Surface1064	 Intel	 AMD1065	 AMD	 Intel1066	 Intel	 ARM1067	 ARM	 Intel1068	Microsoft Surface	 MacBook1069	 MacBook	Microsoft Surface1070	XMPP	 IRC1071	 IRC	XMPP1072	Orkut	 Myspace1073	 Myspace	Orkut1074	Orkut	 Facebook1075	 Facebook	Orkut1076	Jaiku	 Twitter1077	 Twitter	Jaiku1078	Google+	 Facebook1079	 Facebook	Google+1080	 Google	 Facebook1081	 Facebook	 Google1082	ResearchGate	 Academia.edu1083	 Academia.edu	ResearchGate1084	ResearchGate	 Google1085	 Google	ResearchGate1086	ResearchGate	 Scholar1087	 Scholar	ResearchGate1088	ResearchGate	 Mendeley1089	 Mendeley	ResearchGate1090	Alphabet Inc.	 Apple1091	 Apple	Alphabet Inc.1092	 Virgin Atlantic	 British Airways1093	 British Airways	 Virgin Atlantic1094	Sina Weibo	 Tencent1095	 Tencent	Sina Weibo1096	Sina Weibo	 Weibo1097	 Weibo	Sina Weibo1098	Sina Weibo	 Baidu1099	 Baidu	Sina Weibo1100	Sina Weibo	 WeChat1101	 WeChat	Sina Weibo1102	Path (social network)	 Facebook1103	 Facebook	Path (social network)1104	 Facebook	 MessageMe1105	 MessageMe	 Facebook1106	 Facebook	 Voxer1107	 Voxer	 Facebook1108	OpenOffice.org	 Microsoft Office1109	 Microsoft Office	OpenOffice.org1110	OpenOffice.org	 Microsoft1111	 Microsoft	OpenOffice.org1112	Instagram	 Snapchat—which1113	 Snapchat—which	Instagram1114	Ello (social network)	 Facebook1115	 Facebook	Ello (social network)1116	Gab (social network)	 Breitbart News1117	 Breitbart News	Gab (social network)1118	Cyworld	 Freechal1119	 Freechal	Cyworld1120	Cyworld	 StudiVZ1121	 StudiVZ	Cyworld1122	Cyworld	 Skyrock1123	 Skyrock	Cyworld1124	Drägerwerk	 Sensidyne LP1125	 Sensidyne LP	Drägerwerk1126	Webex	 Raindance Communications Inc.1127	 Raindance Communications Inc.	Webex1128	Digg	 Facebook1129	 Facebook	Digg1130	CNET	 IGN1131	 IGN	CNET1132	CNET	 GameSpot1133	 GameSpot	CNET1134	CNBC	 New York Times1135	 New York Times	CNBC1137	SlideShare	 WebEx1138	 WebEx	SlideShare1139	Mixer (service)	 Twitch1140	 Twitch	Mixer (service)1141	Vine (service)	 Instagram1142	 Instagram	Vine (service)1143	Vine (service)	 Mobli.By1144	 Mobli.By	Vine (service)1145	Pownce	 Twitter1146	 Twitter	Pownce1147	Google Buzz	 Twitter1148	 Twitter	Google Buzz1149	Google Buzz	 Facebook1150	 Facebook	Google Buzz1151	Pinterest	 Tumblr1152	 Tumblr	Pinterest1153	Adobe Flash	 Flare1154	 Flare	Adobe Flash1155	 Microsoft	 Apple1156	 Apple	 Microsoft1157	 Microsoft	 Salesforce1158	 Salesforce	 Microsoft1159	 Microsoft	 IBM1160	 IBM	 Microsoft1161	 Microsoft	 Dropbox1162	 Dropbox	 Microsoft1164	LinkedIn	hiQ1165	hiQ	LinkedIn1166	 VGTRK	VK (service)1167	VK (service)	 VGTRK1168	Lucent	 Dell1169	 Dell	Lucent1170	Microsoft litigation	Lucent1171	Lucent	Microsoft litigation1172	Alphabet Inc.	 Uber1173	 Uber	Alphabet Inc.1174	Deepak Chopra	 Robert Sapolsky1175	 Robert Sapolsky	Deepak Chopra1176	Facebook	 StudiVZ1177	 StudiVZ	Facebook1178	Scribd	 Disability Rights National Federation Blind1179	 Disability Rights National Federation Blind	Scribd1180	 WebEx	 Raindance1181	 Raindance	 WebEx1182	 Groupon	 IBM1183	 IBM	 Groupon1184	Kleiner Perkins	 Ellen Pao1185	 Ellen Pao	Kleiner Perkins1186	CNET	 Snap Technologies1187	 Snap Technologies	CNET1188	CNET	 Alki David1189	 Alki David	CNET1190	PayPal	 Electronic Funds Act1191	 Electronic Funds Act	PayPal1192	PayPal	 Bank One Corporation1193	 Bank One Corporation	PayPal1196	 Perkins	 LinkedIn1197	 LinkedIn	 Perkins1198	Wirecard	 Financial Times1199	 Financial Times	Wirecard1200	EchoStar	 Microsoft1201	 Microsoft	EchoStar1202	 Apple	 Microsoft1203	 Microsoft	 Apple1204	 Apple	 Hewlett-Packard1205	 Hewlett-Packard	 Apple1206	Skype Technologies	 Streamcast1207	 Streamcast	Skype Technologies1208	 BSkyB	Microsoft1209	Microsoft	 BSkyB1210	Surfbook	 Facebook1211	 Facebook	Surfbook1212	 Equal Employment Opportunity Commission	Bloomberg L.P.1213	Bloomberg L.P.	 Equal Employment Opportunity Commission1214	Edward Snowden	 U.S. Department Justice1215	 U.S. Department Justice	Edward Snowden1216	 Eva Hibnick	 Google1217	 Google	 Eva Hibnick1218	Friendster	Napster1219	Napster	Friendster1220	 Waymo	 Uber1221	 Uber	 Waymo1222	Tagged	 Miriam Slater1223	 Miriam Slater	Tagged1224	Tagged	 Sara Golden1225	 Sara Golden	Tagged1226	 Google	 Oracle1227	 Oracle	 Google1228	 Oracle	Hewlett-Packard1229	Hewlett-Packard	 Oracle1230	 PayPal	 Israel1231	 Israel	 PayPal1232	 Stamps.com	 PayPal1233	 PayPal	 Stamps.com1234	 Stamps.com	 eBay1235	 eBay	 Stamps.com1236	Katie Szpyrka	 LinkedIn1237	 LinkedIn	Katie Szpyrka1238	 Suzanne Shell	Wayback Machine1239	Wayback Machine	 Suzanne Shell1240	 Elise Clougherty	 Joe Lonsdale1241	 Joe Lonsdale	 Elise Clougherty1242	Alexa Internet	 Hornbaker1243	 Hornbaker	Alexa Internet1244	XING	 LinkedIn1245	 LinkedIn	XING1246	LinkedIn	 Mspoke
1247	SUSS MicroTec	 Image Technology
1248	Viadeo	ApnaCircle
1249	Viadeo	 unyk.com
1250	Viadeo	 tianji.com
1251	Migme	 Sold.sg
1252	 Microsoft	The Blue Ribbon SoundWorks
1253	Xamarin	 Attachmate
1254	 Microsoft	Sysinternals
1255	 Microsoft	 ProClarity
1256	 Microsoft	Danger Inc.
1257	 Microsoft	Wunderlist
1258	Xbox Game Studios	 FASA Interactive
1259	 Microsoft	 Mojang
1260	 Microsoft	 Obsidian Entertainment
1261	Bloomberg L.P.	 WNEW
1262	 Vodafone	Proximus Group
1263	 GE	RCA
1264	 GE	 NBC
1265	 Virgin Hotels business	 Hard Rock Casino-Hotel
1266	My World@Mail.Ru	 Odnoklassniki
1267	Intuit	Docstoc
1268	Qiagen	 SABiosciences
1269	Evotec	 Cyprotex
1270	 Atmel	 Microchip
1271	Reuters	 Thomson Corporation
1272	Hewlett-Packard	 Autonomy
1273	Hewlett-Packard	 Compaq
1274	Hewlett-Packard	 Agilent Technologies
1275	 Google	Digg
1276	Satya Nadella	 Mojang
1277	Deloitte	 Ãœbermind
1278	CNET	 Webshots
1279	CNBC	 Dow News Corporation
1280	 Apple Inc.	 Pixar
1281	 Microsoft	 Nokia
1282	 PayPal	 eBay
1283	 Google Capital	Glassdoor
1284	 Sequoia Capital	2003
1285	 Tiger Global Management LLC	LinkedIn
1286	 Yitzchak Mirilashvili	VK (service)
1287	 Mikhael Mirilashvili	VK (service)
1288	 Lev Leviev	VK (service)
1289	 Pavel Durov	VK (service)
1290	 AGF Private Equity	Viadeo
1291	 Ventech	Viadeo
1292	 angel investors	Spring.me
1293	 SV Angel	Spring.me
1294	 Lowercase Capital	Spring.me
1295	 Kevin Rose	Spring.me
1296	 Dave Morin	Spring.me
1297	 angel investors	Eyegroove
1298	 Roger McNamee	Eyegroove
1299	 FIH Mobile	Migme
1300	 venture capital	identi.ca
1301	 Charles River Ventures	Xamarin
1302	 Floodgate Ignition Partners	Xamarin
1303	 Microsoft Corporation	MSN TV
1304	 Citicorp	MSN TV
1305	 Seagate Technology Inc.	MSN TV
1306	 Soros Capital L.P.	MSN TV
1307	 St. Paul Venture Capital	MSN TV
1308	 Times Mirror Company	MSN TV
1309	 Resolute.vc	Sunrise Calendar
1310	 NextView Ventures	Sunrise Calendar
1311	 Lerer Hippeau Ventures	Sunrise Calendar
1312	 SV Angel	Sunrise Calendar
1313	 Loïc Le Meur	Sunrise Calendar
1314	 Dave Morin	Sunrise Calendar
1315	 Trinity Ventures	MileIQ
1316	 Brian Wiegand	Jellyfish.com
1317	 Mark McGuire	Jellyfish.com
1318	 Kegonsa Capital Partners	Jellyfish.com
1319	 Andreessen Horowitz	GitHub
1320	 Silver Lake	Skype Technologies
1321	 Arrington investments	TechCrunch
1322	 VantagePoint Venture	Multiply (website)
1323	 Point Judith Capital	Multiply (website)
1324	 Transcosmos investors	Multiply (website)
1325	 Leonardo DiCaprio	Mobli
1326	 Kleiner Perkins Caufield Byers	Friendster
1327	 Benchmark Capital investors	Friendster
1328	 Benchmark Capital	FriendFeed
1329	 Charles River Ventures	Yammer
1330	 Founders Fund	Yammer
1331	 Emergence Capital Partners	Yammer
1332	 Goldcrest Investments	Yammer
1333	 Ron Conway	Yammer
1334	 angel investor	Yammer
1335	 Bill Gates	ResearchGate
1336	 Goldman Sachs	ResearchGate
1337	 Benchmark Capital	ResearchGate
1338	 Wellcome Trust	ResearchGate
1339	 Accel Partners	BranchOut
1340	 Floodgate	BranchOut
1341	 Norwest Venture Partners	BranchOut
1342	 Napster	BranchOut
1343	 Facebook	BranchOut
1344	 WordPress	BranchOut
1345	 Google	BranchOut
1346	 Spark Ventures	Academia.edu
1347	 angel investors	Academia.edu
1348	 Mark Shuttleworth	Academia.edu
1349	 Thomas Lehrman	Academia.edu
1350	 Rupert Pennant-Rea	Academia.edu
1351	 Hogeg	Yo (app)
1352	 WWE	Tout (company)
1353	 angel investor	Tagged
1354	 Mayfield Fund	Tagged
1355	 Georg von Holtzbrinck Publishing Group	StudiVZ
1356	 Samwer brothers	StudiVZ
1357	 Archant Caffè	Streetlife (website)
1358	 Paul Ettinger	Streetlife (website)
1359	 Steve Pankhurst	Streetlife (website)
1360	 Jack Abraham	Pinterest
1361	 Michael Birch	Pinterest
1362	 Scott Belsky	Pinterest
1363	 Brian Cohen	Pinterest
1364	 Shana Fisher	Pinterest
1365	 Ron Conway	Pinterest
1366	 FirstMark Capital	Pinterest
1367	 Kevin Hartz	Pinterest
1368	 Jeremy Stoppelman	Pinterest
1369	 Hank Vigil	Pinterest
1370	 Fritz Lanman	Pinterest
1371	 Rakuten	Pinterest
1372	 Andreessen Horowitz	Pinterest
1373	 Bessemer Venture Partners	Pinterest
1374	 Jeremy Stoppelman	Pinterest
1375	 Charles River Ventures	Scribd
1376	 Redpoint Ventures	Scribd
1377	 Kinsey Hills Group	Scribd
1378	 Appelgren	Mentimeter
1379	 Scott Walchek	Docstoc
1380	 Brett Brewer	Docstoc
1381	 Matt Coffin	Docstoc
1382	 Robin Richards	Docstoc
1383	 Crosscut Ventures	Docstoc
1384	 FreshTracks Capital	Ello (social network)
1385	 Accel Partners	 Lynda.com
1386	 Spectrum Equity	 Lynda.com
1387	 Meritech Capital Partners	 Lynda.com
1388	 Highland Capital Partners	Digg
1389	 Amazon.com	Kleiner Perkins
1390	 Googleplex	CapitalG
1391	 TPG Capital	 lynda.com
1392	 Kleiner Perkins Caufield Byers	Flipboard
1393	 Index Ventures	Flipboard
1394	 Rizvi Traverse Management	Flipboard
1395	 Insight Venture	Flipboard
1396	 JPMorgan	 Chase
1397	 angel investors	StartX
1398	Bessemer Venture Partners	 LinkedIn
1399	Bessemer Venture Partners	 Box Inc.
1400	Bessemer Venture Partners	 Shopify Inc
1401	 Sequoia Capital	Drawbridge (company)
1402	 Kleiner Perkins	Drawbridge (company)
1403	 Northgate Capital	Drawbridge (company)
1404	 Mitsui	Drawbridge (company)
1405	 AGF Private Equity	Viadeo
1406	 Ventech	Viadeo
1407	 Redpoint Ventures	Spring.me
1408	 Baseline Ventures	Spring.me
1409	 Matrix Partners	Vermeer Technologies
1410	 Sigma Partners	Vermeer Technologies
1411	 Atlas Venture.The	Vermeer Technologies
1412	 Atomico	Wunderlist
1413	 High-Tech Gründerfonds	Wunderlist
1414	 John Malloy	PayPal
1415	 BlueRun Ventures	PayPal
1401	LinkedIn	mspoke
1402	LinkedIn	ChoiceVendor
1403	LinkedIn	CardMunch
1404	LinkedIn	Connected
1405	LinkedIn	IndexTank
1406	LinkedIn	Rapportive
1407	LinkedIn	SlideShare
1408	LinkedIn	Pulse
1409	LinkedIn	Bright.com
1410	LinkedIn	Newsle
1411	LinkedIn	Bizo
1412	LinkedIn	Careerify
1413	LinkedIn	Refresh.io
1414	LinkedIn	Lynda.com
1415	LinkedIn	Fliptop
1416	LinkedIn	Connectifier
1417	LinkedIn	PointDrive
1418	LinkedIn	Glint Inc.
1419	LinkedIn	Drawbridge
1440	Burda Digital	XING
1441	Oppenheimer Holdings	XING
1442	Wasatch Advisors	XING
1443	Union Investment (majority for DZ Bank )	XING
1444	DWS Investments (majority for Deutsche Bank )	XING
1445	Norges Bank	XING
1446	free float	XING
1447	Xbox Game Studios	343 Industries
1448	Xbox Game Studios	Compulsion Games
1449	Xbox Game Studios	Double Fine
1450	Xbox Game Studios	Age of Empires studio
1451	Xbox Game Studios	inXile Entertainment
1452	Xbox Game Studios	Mojang
1453	Xbox Game Studios	Ninja Theory
1454	Xbox Game Studios	Obsidian Entertainment
1455	Xbox Game Studios	Playground Games
1456	Xbox Game Studios	Rare
1457	Xbox Game Studios	The Coalition
1458	Xbox Game Studios	The Initiative
1459	Xbox Game Studios	Turn 10 Studios
1460	Xbox Game Studios	Undead Labs
1461	Xbox Game Studios	Xbox Game Studios Publishing
1462	CapitalG	MultiPlan
1463	CapitalG	SurveyMonkey
1464	CapitalG	LendingClub
1465	CapitalG	Renaissance
1466	CapitalG	Auction.com
1467	CapitalG	Credit Karma
1468	CapitalG	Freshdesk
1469	CapitalG	MapR
1470	CapitalG	Thumbtack
1471	CapitalG	InnoLight
1472	CapitalG	Glassdoor
1473	CapitalG	CommonFloor
1474	CapitalG	ZenPayroll
1475	CapitalG	Freshdesk
1476	CapitalG	Duolingo
1477	CapitalG	Crowdstrike
1478	CapitalG	FanDuel
1479	CapitalG	Practo
1480	CapitalG	Oscar Health
1481	CapitalG	Zscaler
1482	CapitalG	Snap Inc.
1483	CapitalG	Pindrop
1484	CapitalG	CarDekho
1485	CapitalG	Care.com
1486	CapitalG	Airbnb
1487	CapitalG	Stripe
1488	CapitalG	Cuemath
1489	CapitalG	Looker
1490	CapitalG	Lyft
1491	CapitalG	UiPath
1492	CapitalG	Manbang
1493	CapitalG	Robinhood
1494	CapitalG	Aye Finance
1495	CapitalG	Convoy
1496	CapitalG	Applied
1497	CapitalG	Collibra
1498	CapitalG	CarDekho
1499	CapitalG	Cloudflare
1500	Expedia Group	Travelscape
1501	Expedia Group	Vacationspot
1502	Expedia Group	Classic Custom Vacations[note 1]
1503	Expedia Group	Metropolitan Travel
1504	Expedia Group	Newtrade Technologies
1505	Expedia Group	Activity World
1506	Expedia Group	Egencia
1507	Expedia Group	Venere.com
1508	Expedia Group	Mobiata
1509	Expedia Group	VIA Travel
1510	Expedia Group	trivago GmbH
1511	Expedia Group	Wotif
1512	Expedia Group	Travelocity
1513	Expedia Group	Orbitz
1514	Expedia Group	HomeAway
1515	Expedia Group	Pillow
1516	Expedia Group	ApartmentJet
1517	Expedia Group	CanadaStays
1518	Technology Crossover Ventures	Expedia, Inc.[note 2]
1519	USA Networks	Expedia, Inc.[note 3]
1520	USA Interactive	Expedia, Inc.[note 4]
1521	IAC/InterActiveCorp	Expedia Inc.[note 5]
1522	PayPal	Fraud Sciences
1523	PayPal	Bill Me Later
1524	PayPal	Where.com
1525	PayPal	FigCard
1526	PayPal	Zong
1527	PayPal	card.io
1528	PayPal	IronPearl
1529	PayPal	Braintree
1530	PayPal	Venmo
1531	PayPal	StackMob
1532	PayPal	Paydiant
1533	PayPal	CyActive
1534	PayPal	Xoom Corporation
1535	PayPal	Modest Inc
1536	PayPal	TIO Networks
1537	PayPal	Swift Financial
1538	PayPal	iZettle
1539	PayPal	Hyperwallet
1540	PayPal	Simility
1541	PayPal	GoPay
